EmployeeId,Age,Ageband,Gender,Department,JobRole,BusinessTravel,MaritalStatus,TenureBand,YearsInCurrentRole,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,MonthlyIncome,OverTime,Attrition,AttritionFlag,YearsAtCompany
1022,48,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,1-3 Years,2,2,3,1,4,3,3,4240,false,false,0,2
1024,48,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,10+ Years,11,2,3,3,2,3,3,10999,false,false,0,15
1025,41,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,1-3 Years,2,3,3,4,2,3,3,5003,false,false,0,2
1026,39,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,6,2,4,4,3,3,3,12742,false,false,0,21
1027,27,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,2,3,4,1,2,3,3,4227,false,false,0,3
1028,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3-5  Years,2,3,4,2,1,2,4,3917,false,false,0,3
1029,42,35-44, Male,Sales,Manager,Travel_Rarely,Married,1-3 Years,0,3,3,4,2,4,3,18303,false,false,0,1
1030,50,45-54, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,3,4,1,2,3,3,2380,false,false,0,1
1032,59,55+,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,3,2,4,3,1,3,3,13726,true,false,0,5
1033,37,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,1-3 Years,0,1,2,1,1,1,3,4777,false,true,1,1
1034,55,55+, Male,Research & Development,Healthcare Representative,Travel_Frequently,Married,5-10 Years,7,3,2,3,4,3,3,6385,true,false,0,8
1035,41,35-44,Female,Research & Development,Research Director,Non-Travel,Divorced,10+ Years,16,1,3,2,2,3,4,19973,false,false,0,21
1036,38,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,0,3,4,2,3,3,3,6861,true,false,0,1
1037,26,25-34, Male,Sales,Sales Executive,Non-Travel,Single,1-3 Years,2,1,1,2,4,3,3,4969,false,true,1,2
1038,52,45-54,Female,Sales,Manager,Travel_Rarely,Married,10+ Years,14,1,4,1,4,3,3,19845,false,true,1,32
1039,44,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,11,4,4,4,3,3,3,13320,true,false,0,12
1040,50,45-54,Female,Sales,Sales Executive,Non-Travel,Married,10+ Years,7,3,3,4,1,3,3,6347,false,false,0,18
1042,36,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,10+ Years,13,4,1,3,3,3,3,2743,false,true,1,17
1043,39,35-44,Female,Research & Development,Manufacturing Director,Travel_Frequently,Single,10+ Years,6,3,1,4,3,3,3,10880,true,false,0,21
1044,33,25-34,Female,Sales,Sales Representative,Non-Travel,Single,1-3 Years,2,2,4,2,4,2,3,2342,false,false,0,2
1045,45,45-54,Female,Sales,Manager,Travel_Rarely,Married,5-10 Years,3,3,4,4,2,4,3,17650,false,false,0,9
1046,32,25-34,Female,Research & Development,Laboratory Technician,Non-Travel,Single,5-10 Years,7,3,3,4,2,3,3,4025,false,false,0,8
1047,34,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,1,4,4,2,4,2,3,9725,false,false,0,15
1048,59,55+, Male,Sales,Manager,Travel_Rarely,Married,5-10 Years,4,3,4,2,3,1,3,11904,true,false,0,6
1049,45,45-54, Male,Human Resources,Human Resources,Travel_Rarely,Single,5-10 Years,3,3,2,2,1,3,3,2177,false,false,0,6
1050,53,45-54,Female,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,7,2,2,3,1,3,3,7525,false,false,0,15
1052,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,0,3,3,1,2,2,3,4834,false,true,1,1
1053,26,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Married,3-5  Years,2,3,1,1,2,3,3,2042,true,true,1,3
1055,34,25-34,Female,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,1,3,3,3,4,3,3,2220,true,false,0,1
1056,28,25-34, Male,Sales,Sales Representative,Travel_Rarely,Married,1-3 Years,0,3,2,4,2,3,4,1052,false,false,0,1
1060,38,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Married,1-3 Years,2,3,3,3,1,3,3,2821,false,false,0,2
1061,50,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,5-10 Years,1,3,3,2,4,2,3,19237,true,false,0,8
1062,37,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Single,3-5  Years,3,3,2,4,1,2,3,4107,false,false,0,4
1066,40,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,3,1,3,2,2,3,8396,false,false,0,7
1068,26,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Divorced,5-10 Years,3,2,3,1,3,3,3,2007,false,false,0,5
1069,46,45-54, Male,Research & Development,Research Director,Travel_Rarely,Divorced,1-3 Years,2,3,4,4,4,3,3,19627,false,false,0,2
1070,54,45-54,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,2,3,3,2,3,3,10686,false,false,0,9
1071,56,55+,Female,Research & Development,Research Scientist,Travel_Frequently,Married,5-10 Years,4,3,3,1,2,3,3,2942,false,false,0,5
1073,36,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,10+ Years,8,2,4,4,2,2,3,8858,false,false,0,14
1074,55,55+, Male,Research & Development,Manager,Non-Travel,Single,5-10 Years,7,2,1,3,2,4,3,16756,false,false,0,9
1076,43,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,1-3 Years,0,2,4,3,3,3,3,10798,false,false,0,1
1077,20,<25,Female,Sales,Sales Representative,Travel_Frequently,Single,1-3 Years,2,3,4,4,2,3,3,2323,true,true,1,2
1079,21,<25,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,0,2,1,3,1,2,3,1416,false,true,1,1
1080,46,45-54,Female,Research & Development,Research Scientist,Travel_Rarely,Divorced,10+ Years,13,2,1,4,1,3,4,4615,true,false,0,16
1081,51,45-54, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,0,3,3,1,3,4,3,2461,true,true,1,10
1082,28,25-34, Male,Research & Development,Healthcare Representative,Non-Travel,Single,10+ Years,7,2,1,2,1,2,3,8722,false,true,1,10
1083,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,3,2,1,1,1,3,3,3955,false,false,0,5
1084,30,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,5-10 Years,2,3,1,3,3,2,3,9957,false,false,0,6
1085,41,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,6,4,3,2,3,3,3,3376,false,false,0,10
1088,38,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,9,2,3,3,1,2,3,8823,false,false,0,19
1092,40,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,10,3,4,1,4,3,4,10322,false,false,0,11
1094,27,25-34, Male,Research & Development,Laboratory Technician,Non-Travel,Married,3-5  Years,2,1,3,1,4,3,3,4621,false,false,0,3
1096,55,55+, Male,Research & Development,Manufacturing Director,Travel_Frequently,Married,3-5  Years,2,3,2,4,2,3,3,10976,false,false,0,3
1097,28,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,7,3,3,3,4,4,3,3660,false,false,0,8
1098,44,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Married,10+ Years,6,2,1,2,4,3,3,10482,false,true,1,20
1099,33,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,3-5  Years,2,2,4,4,3,3,3,7119,false,false,0,3
1100,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,7,3,1,4,1,3,4,9582,true,true,1,8
1101,33,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Single,10+ Years,7,2,3,1,2,3,4,4508,false,true,1,13
1102,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3-5  Years,2,3,3,1,4,2,3,2207,false,false,0,4
1103,34,25-34, Male,Research & Development,Healthcare Representative,Travel_Frequently,Single,5-10 Years,2,3,4,1,3,2,3,7756,false,false,0,6
1105,37,35-44,Female,Sales,Sales Executive,Travel_Rarely,Divorced,1-3 Years,0,2,4,4,3,3,3,6694,true,false,0,1
1106,25,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,7,3,4,4,2,4,3,3691,true,true,1,7
1107,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1-3 Years,1,3,3,1,3,2,4,2377,false,true,1,1
1108,33,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,2,2,2,1,2,3,4,2313,true,true,1,2
1109,42,35-44, Male,Research & Development,Manager,Travel_Rarely,Married,10+ Years,6,3,1,4,4,3,3,17665,false,false,0,22
1111,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,1-3 Years,0,2,2,1,1,3,3,2596,false,true,1,1
1113,50,45-54, Male,Sales,Sales Executive,Travel_Frequently,Single,<1Year,0,3,3,4,4,3,3,4728,true,true,1,0
1114,33,25-34,Female,Sales,Sales Executive,Travel_Frequently,Married,3-5  Years,2,3,2,4,3,3,3,4302,false,false,0,3
1115,34,25-34, Male,Research & Development,Research Scientist,Non-Travel,Married,<1Year,0,2,4,3,4,3,3,2979,false,false,0,0
1116,48,45-54, Male,Research & Development,Manager,Non-Travel,Single,5-10 Years,4,4,4,1,3,2,4,16885,false,false,0,5
1117,45,45-54,Female,Sales,Sales Executive,Non-Travel,Married,10+ Years,10,2,3,2,4,3,3,5593,false,false,0,15
1118,52,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,5-10 Years,6,3,2,2,4,3,3,10445,false,false,0,8
1119,38,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,7,2,3,3,2,3,3,8740,true,false,0,8
1120,29,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Divorced,5-10 Years,5,3,4,3,1,3,4,2514,false,false,0,7
1121,28,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,7,3,2,4,2,2,3,7655,false,false,0,9
1124,46,45-54, Male,Sales,Manager,Travel_Rarely,Married,10+ Years,9,3,3,1,4,3,3,17465,false,false,0,12
1125,38,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,1-3 Years,0,3,2,4,3,3,3,7351,false,false,0,1
1126,43,35-44,Female,Research & Development,Manufacturing Director,Travel_Frequently,Married,5-10 Years,7,3,1,3,3,3,3,10820,false,false,0,8
1127,39,35-44, Male,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,10+ Years,7,3,4,1,4,3,3,12169,false,true,1,18
1128,40,35-44, Male,Research & Development,Research Director,Travel_Rarely,Single,10+ Years,7,2,3,3,1,4,3,19626,false,false,0,20
1131,21,<25,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,2,2,2,4,3,4,3,2070,true,false,0,2
1132,39,35-44, Male,Research & Development,Laboratory Technician,Non-Travel,Single,5-10 Years,4,3,2,3,3,2,3,6782,false,false,0,5
1133,36,35-44, Male,Research & Development,Manufacturing Director,Non-Travel,Single,10+ Years,9,3,4,1,1,3,4,7779,false,false,0,11
1135,31,25-34, Male,Sales,Sales Representative,Travel_Frequently,Married,1-3 Years,2,4,4,3,1,3,3,2791,false,false,0,2
1136,28,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,3,2,2,1,1,1,3,3201,false,false,0,5
1137,35,35-44, Male,Sales,Sales Executive,Travel_Frequently,Divorced,5-10 Years,2,3,4,4,4,3,3,4968,false,false,0,5
1138,49,45-54, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,8,2,2,4,2,3,3,13120,false,false,0,9
1140,34,25-34, Male,Research & Development,Manufacturing Director,Travel_Frequently,Single,3-5  Years,2,3,3,4,4,2,3,4033,false,false,0,3
1143,29,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Divorced,5-10 Years,5,3,2,4,4,2,3,3291,false,false,0,7
1148,42,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,0,1,4,2,1,3,3,4272,false,false,0,1
1150,29,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,7,2,4,2,3,2,3,5056,true,false,0,10
1152,38,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Married,5-10 Years,6,4,3,3,4,4,3,2844,false,false,0,7
1154,28,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Divorced,3-5  Years,1,2,3,3,4,3,3,2703,true,false,0,3
1156,18,<25, Male,Research & Development,Laboratory Technician,Non-Travel,Single,<1Year,0,3,3,3,4,3,3,1904,false,true,1,0
1157,33,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,2,3,1,1,1,3,3,8224,true,true,1,5
1158,41,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,3,4,2,1,3,3,4766,true,false,0,1
1160,31,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,1-3 Years,2,3,3,3,3,2,3,2610,false,true,1,2
1161,37,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,2,2,4,3,3,3,3,5731,false,false,0,6
1162,27,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,2,3,4,3,3,3,2539,false,false,0,4
1163,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,5,3,3,2,1,2,4,5714,false,false,0,6
1164,35,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Single,5-10 Years,4,3,3,3,2,1,3,4323,false,false,0,5
1165,29,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,8,2,1,4,1,1,3,7336,false,true,1,11
1166,40,35-44,Female,Research & Development,Research Director,Travel_Frequently,Single,10+ Years,7,3,3,2,3,2,3,13499,false,false,0,18
1167,42,35-44, Male,Sales,Sales Executive,Travel_Frequently,Single,10+ Years,9,3,1,3,2,2,3,13758,true,true,1,21
1171,42,35-44, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,4,3,1,2,4,4,3,5155,false,false,0,6
1172,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,0,2,3,4,2,3,3,2258,false,false,0,8
1173,24,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,3,3,2,4,4,3,4,3597,false,false,0,4
1175,28,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,1,3,4,3,4,2,3,2515,true,true,1,1
1177,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,7,4,4,1,2,3,4,4420,false,false,0,8
1179,30,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,3,2,3,3,1,3,3,6578,false,false,0,10
1180,40,35-44,Female,Research & Development,Research Scientist,Travel_Frequently,Married,1-3 Years,1,2,4,3,4,1,3,4422,true,false,0,1
1182,35,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,7,2,2,3,2,4,3,10274,false,false,0,7
1184,34,25-34, Male,Research & Development,Healthcare Representative,Travel_Frequently,Single,10+ Years,9,2,1,4,3,3,4,5343,false,false,0,13
1185,35,35-44, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,1-3 Years,2,2,4,4,2,4,3,2376,false,false,0,2
1188,43,35-44,Female,Sales,Sales Executive,Travel_Rarely,Single,3-5  Years,3,1,3,1,2,2,3,5346,false,true,1,4
1190,32,25-34,Female,Sales,Sales Representative,Non-Travel,Divorced,1-3 Years,0,3,1,3,3,3,3,2827,false,false,0,1
1191,56,55+,Female,Research & Development,Manager,Travel_Rarely,Divorced,5-10 Years,2,3,1,4,4,3,3,19943,false,false,0,5
1192,29,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,8,3,4,2,1,3,3,3131,false,false,0,10
1193,19,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,1,3,1,3,3,3,4,2552,false,false,0,1
1195,45,45-54,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,3,3,1,3,2,3,4477,true,false,0,3
1196,37,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,8,2,4,4,2,2,3,6474,false,false,0,14
1198,20,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,2,2,3,1,1,2,3,3033,false,false,0,2
1200,44,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,4,3,3,3,3,3,3,2936,true,true,1,6
1201,53,45-54,Female,Research & Development,Manager,Travel_Rarely,Divorced,5-10 Years,7,3,3,4,2,3,3,18606,false,false,0,7
1202,29,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,4,1,4,2,1,2,3,2168,true,false,0,5
1203,22,<25, Male,Research & Development,Research Scientist,Travel_Frequently,Married,<1Year,0,2,4,3,2,3,3,2853,true,true,1,0
1204,46,45-54,Female,Sales,Manager,Travel_Rarely,Married,10+ Years,15,3,1,3,1,3,4,17048,false,false,0,26
1206,44,35-44, Male,Research & Development,Research Scientist,Non-Travel,Single,<1Year,0,1,3,4,4,3,3,2290,false,false,0,0
1207,33,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Married,5-10 Years,4,3,3,2,4,3,3,3600,false,false,0,5
1210,41,35-44, Male,Research & Development,Research Scientist,Non-Travel,Divorced,1-3 Years,0,2,1,1,1,1,3,2107,false,true,1,1
1211,30,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,3-5  Years,3,3,1,3,3,3,3,4115,false,false,0,4
1212,40,35-44, Male,Sales,Sales Executive,Travel_Frequently,Married,<1Year,0,3,2,2,4,3,3,4327,false,false,0,0
1215,50,45-54,Female,Research & Development,Manager,Travel_Frequently,Married,1-3 Years,2,3,1,4,3,3,4,17856,false,false,0,2
1216,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,5,2,1,4,3,3,3,3196,false,false,0,6
1217,46,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,3-5  Years,2,3,2,4,1,3,3,19081,false,false,0,4
1218,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,3,1,3,4,3,3,8966,true,false,0,7
1219,24,<25,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,1-3 Years,0,3,2,4,1,1,3,2210,false,true,1,1
1220,33,25-34,Female,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,7,3,3,2,1,2,3,4539,false,false,0,10
1221,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,7,1,3,3,3,3,3,2741,false,false,0,7
1224,30,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,10+ Years,7,3,3,3,1,2,3,3491,false,false,0,10
1225,44,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,10+ Years,11,3,4,4,2,3,4,4541,false,false,0,20
1226,20,<25, Male,Sales,Sales Representative,Travel_Rarely,Single,1-3 Years,1,4,4,3,4,3,3,2678,false,false,0,2
1228,46,45-54, Male,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,3,3,4,4,3,2,3,7379,false,false,0,6
1231,42,35-44, Male,Human Resources,Human Resources,Non-Travel,Married,3-5  Years,3,4,1,4,1,4,3,6272,false,false,0,4
1233,60,55+, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,7,4,4,2,2,3,3,5220,true,false,0,11
1234,32,25-34,Female,Research & Development,Laboratory Technician,Travel_Frequently,Married,1-3 Years,2,2,2,3,3,3,4,2743,false,false,0,2
1235,32,25-34,Female,Research & Development,Research Scientist,Travel_Frequently,Single,5-10 Years,7,3,3,4,4,3,3,4998,true,false,0,8
1237,36,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,7,1,1,3,3,3,4,10252,true,false,0,7
1238,33,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,10,3,4,1,2,3,3,2781,false,false,0,14
1239,40,35-44,Female,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,1,2,2,2,2,4,3,6852,false,false,0,5
1240,25,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,3-5  Years,3,3,4,3,2,3,3,4950,false,false,0,4
1241,30,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,9,3,2,4,1,3,4,3579,true,false,0,11
1242,42,35-44,Female,Research & Development,Research Director,Travel_Frequently,Married,1-3 Years,0,3,1,1,3,3,3,13191,true,false,0,1
1243,35,35-44,Female,Sales,Sales Executive,Non-Travel,Married,10+ Years,2,2,4,3,2,2,3,10377,true,false,0,13
1244,27,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,7,3,1,1,4,2,3,2235,true,false,0,9
1245,54,45-54,Female,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,5-10 Years,4,3,3,4,1,1,3,10502,false,false,0,5
1246,44,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,5,4,4,1,4,3,3,2011,false,false,0,10
1248,19,<25,Female,Research & Development,Research Scientist,Non-Travel,Single,1-3 Years,1,2,2,1,2,4,4,1859,true,true,1,1
1249,29,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Divorced,3-5  Years,2,3,4,1,1,3,3,3760,false,false,0,3
1250,54,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,9,3,4,4,1,3,3,17779,false,false,0,10
1251,31,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,5,3,1,3,4,2,3,6833,true,false,0,6
1252,31,25-34,Female,Research & Development,Healthcare Representative,Travel_Rarely,Single,10+ Years,9,2,1,3,2,3,3,6812,false,false,0,10
1254,59,55+,Female,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,1,2,4,3,4,3,3,5171,false,false,0,6
1255,43,35-44, Male,Research & Development,Research Director,Travel_Rarely,Married,5-10 Years,7,1,4,3,2,3,3,19740,false,false,0,8
1256,49,45-54, Male,Research & Development,Manager,Travel_Rarely,Married,1-3 Years,0,2,3,1,3,4,3,18711,false,false,0,1
1257,36,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Married,10+ Years,10,3,2,3,3,2,3,3692,false,false,0,11
1258,48,45-54, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,0,4,2,4,3,2,3,2559,false,false,0,1
1259,27,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,5-10 Years,3,3,3,1,2,3,3,2517,false,false,0,5
1260,29,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,5-10 Years,0,3,4,3,2,3,3,6623,true,false,0,6
1263,48,45-54, Male,Research & Development,Research Director,Travel_Rarely,Single,1-3 Years,0,2,4,4,3,4,3,18265,false,false,0,1
1264,29,25-34,Female,Research & Development,Research Director,Travel_Rarely,Divorced,5-10 Years,7,2,4,4,2,2,3,16124,false,false,0,7
1265,34,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,4,3,3,4,2,3,2585,false,false,0,1
1267,44,35-44, Male,Sales,Manager,Travel_Rarely,Married,10+ Years,9,3,2,2,3,3,3,18213,false,false,0,22
1268,33,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,8,4,3,4,4,3,3,8380,true,false,0,9
1269,19,<25,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,0,4,4,2,4,3,3,2994,true,false,0,1
1270,23,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,3,3,4,4,3,4,1223,false,false,0,1
1273,25,25-34, Male,Sales,Sales Representative,Travel_Frequently,Single,1-3 Years,0,1,4,3,4,3,3,1118,true,true,1,1
1275,26,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,5,3,4,3,2,2,4,2875,true,false,0,8
1277,45,45-54,Female,Sales,Manager,Travel_Rarely,Single,10+ Years,10,1,2,1,1,3,3,18824,true,true,1,24
1278,55,55+, Male,Research & Development,Healthcare Representative,Non-Travel,Divorced,10+ Years,9,2,2,4,4,3,3,13577,true,false,0,33
1279,21,<25,Female,Research & Development,Laboratory Technician,Travel_Frequently,Single,1-3 Years,2,2,3,1,3,1,4,2625,false,true,1,2
1280,46,45-54,Female,Sales,Manager,Travel_Rarely,Married,10+ Years,4,2,2,4,3,3,3,18789,false,false,0,11
1281,34,25-34,Female,Sales,Sales Executive,Travel_Rarely,Single,3-5  Years,2,3,1,3,4,3,3,4538,true,false,0,3
1282,51,45-54, Male,Sales,Manager,Travel_Frequently,Divorced,10+ Years,10,3,2,4,1,2,4,19847,true,false,0,29
1283,59,55+, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,7,3,4,4,4,2,3,10512,false,false,0,9
1285,34,25-34,Female,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,10+ Years,8,3,2,3,3,4,3,4444,false,false,0,11
1286,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Single,3-5  Years,2,3,3,4,3,2,3,2154,true,false,0,4
1288,44,35-44, Male,Research & Development,Manager,Travel_Rarely,Divorced,10+ Years,9,4,1,3,4,2,3,19190,false,false,0,25
1289,34,25-34, Male,Human Resources,Human Resources,Travel_Frequently,Married,10+ Years,9,2,2,3,4,4,3,4490,false,false,0,10
1291,35,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,3,3,3,4,3,3,3506,true,false,0,3
1292,42,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,4,2,2,4,3,3,2372,true,false,0,1
1293,43,35-44,Female,Sales,Sales Executive,Travel_Rarely,Single,10+ Years,7,2,4,4,4,4,3,10231,false,false,0,21
1294,36,35-44,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,10+ Years,14,3,2,3,4,3,3,5410,true,false,0,16
1295,44,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,7,3,4,1,4,3,3,7978,false,true,1,10
1296,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,1-3 Years,2,2,4,4,2,3,3,3867,true,false,0,2
1297,51,45-54,Female,Research & Development,Laboratory Technician,Travel_Frequently,Single,5-10 Years,0,2,3,2,2,2,3,2838,false,false,0,7
1298,30,25-34,Female,Research & Development,Manufacturing Director,Non-Travel,Single,5-10 Years,4,3,3,3,3,3,3,4695,true,false,0,8
1299,29,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,7,3,3,2,1,3,3,3339,true,true,1,7
1301,28,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,3,1,4,2,2,3,2080,false,false,0,3
1303,25,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,1-3 Years,2,3,2,4,4,2,3,2096,false,false,0,2
1304,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,7,4,4,3,3,4,3,6209,false,false,0,10
1306,45,45-54,Female,Research & Development,Manager,Travel_Frequently,Single,<1Year,0,3,2,2,3,3,4,18061,false,false,0,0
